"track_artist","track_name","energy","loudness","liveness","valence","speechiness","danceability","playlist_genre","count"
"Martin Garrix","In The Name Of Love - The Him Remix",0.864,-3.657,0.081,0.564,0.0379,0.642,"edm",1
"Martin Garrix","Scared To Be Lonely - DubVision Remix",0.844,-3.774,0.219,0.266,0.122,0.669,"edm",1
"The Chainsmokers","Something Just Like This - R3hab Remix",0.585,-6.848,0.097,0.348,0.0366,0.705,"edm",1
"David Guetta","When Love Takes Over (feat. Kelly Rowland)",0.863,-4.64,0.2,0.496,0.0255,0.658,"edm",1
"David Guetta","Play Hard (feat. Ne-Yo & Akon)",0.921,-1.702,0.331,0.8,0.0533,0.691,"edm",3
"The Chainsmokers","Who Do You Love - R3HAB Remix",0.698,-6.87,0.185,0.357,0.0456,0.529,"edm",1
"The Chainsmokers","Everybody Hates Me - Steerner Remix",0.863,-6.239,0.107,0.499,0.0957,0.453,"edm",1
"The Chainsmokers","You Owe Me - Subfer Remix",0.782,-4.49,0.108,0.364,0.131,0.484,"edm",1
"The Chainsmokers","Honest - Tritonal Remix",0.749,-5.829,0.632,0.382,0.0526,0.352,"edm",1
"Martin Garrix","There for You",0.644,-7.607,0.124,0.13,0.0553,0.611,"edm",3
"Martin Garrix","Scared To Be Lonely - Conro Remix",0.683,-4.261,0.385,0.319,0.0651,0.501,"edm",1
"The Chainsmokers","Closer (feat. Halsey)",0.524,-5.599,0.111,0.661,0.0338,0.748,"edm",10
"The Chainsmokers","Something Just Like This - Alesso Remix",0.73,-5.99,0.122,0.568,0.0472,0.672,"edm",3
"David Guetta","Titanium (feat. Sia)",0.787,-3.674,0.127,0.301,0.103,0.604,"edm",6
"Martin Garrix","In the Name of Love",0.519,-5.88,0.454,0.168,0.0409,0.501,"edm",5
"The Chainsmokers","Don't Let Me Down - Illenium Remix",0.656,-3.712,0.15,0.355,0.075,0.428,"edm",4
"The Chainsmokers","Roses",0.802,-7.055,0.309,0.343,0.0561,0.713,"edm",7
"The Chainsmokers","Call You Mine",0.702,-5.59,0.414,0.501,0.0289,0.591,"edm",7
"The Chainsmokers","Something Just Like This",0.649,-6.695,0.174,0.505,0.0362,0.607,"edm",5
"David Guetta","Titanium (feat. Sia)",0.787,-3.674,0.127,0.301,0.103,0.604,"edm",6
"David Guetta","She Wolf (Falling to Pieces) (feat. Sia)",0.857,-2.634,0.344,0.393,0.0655,0.492,"edm",2
"David Guetta","Play Hard (feat. Ne-Yo & Akon)",0.921,-1.702,0.331,0.8,0.0533,0.691,"edm",3
"Martin Garrix","Scared to Be Lonely",0.54,-7.786,0.261,0.195,0.0576,0.584,"edm",3
"The Chainsmokers","Inside Out",0.65,-5.853,0.122,0.121,0.0315,0.545,"edm",1
"The Chainsmokers","All We Know",0.586,-8.821,0.115,0.296,0.0307,0.662,"edm",3
"The Chainsmokers","Setting Fires",0.717,-5.751,0.261,0.561,0.0376,0.627,"edm",1
"The Chainsmokers","Paris",0.644,-6.763,0.0888,0.251,0.031,0.646,"edm",2
"Martin Garrix","Wizard - Radio Edit",0.916,-4.715,0.617,0.0795,0.052,0.565,"edm",3
"David Guetta","Bad (feat. Vassy) - Radio Edit",0.972,-3.927,0.328,0.411,0.088,0.614,"edm",6
"Martin Garrix","Animals - Original Mix",0.866,-6.384,0.383,0.0376,0.0386,0.674,"edm",3
"David Guetta","Metropolis",0.982,-2.894,0.244,0.364,0.13,0.691,"edm",2
"Martin Garrix","Helicopter - Video Edit",0.96,-4.492,0.175,0.165,0.0379,0.584,"edm",6
"David Guetta","Blast Off - Radio Edit",0.993,-1.702,0.197,0.128,0.18,0.656,"edm",2
"David Guetta","Lovers on the Sun (feat. Sam Martin)",0.891,-2.505,0.379,0.568,0.0387,0.645,"edm",4
"David Guetta","Freedom",0.802,-7.173,0.122,0.0616,0.0962,0.456,"edm",1
"David Guetta","Don't Leave Me Alone (feat. Anne-Marie)",0.738,-5.072,0.115,0.481,0.0477,0.659,"edm",1
"David Guetta","Your Love",0.937,-2.682,0.125,0.512,0.0336,0.571,"edm",1
"David Guetta","Like I Do",0.9,-3.719,0.37,0.15,0.0377,0.635,"edm",6
"The Chainsmokers","Takeaway - Andrew Rayel Remix",0.83,-3.301,0.0875,0.162,0.0727,0.469,"edm",2
"Martin Garrix","Hold On (feat. Michel Zitron)",0.711,-4.809,0.559,0.321,0.0385,0.422,"edm",3
"Martin Garrix","Mistaken (feat. Alex Aris)",0.694,-4.912,0.133,0.0801,0.0386,0.424,"edm",5
"Martin Garrix","Dreamer - Nicky Romero Remix",0.751,-4.999,0.253,0.346,0.0599,0.435,"edm",3
"Martin Garrix","High On Life (feat. Bonn)",0.486,-6.431,0.111,0.368,0.0311,0.414,"edm",6
"Martin Garrix","So Far Away - Nicky Romero Remix",0.493,-4.89,0.0417,0.242,0.0443,0.569,"edm",2
"The Chainsmokers","You Owe Me - Magnace Remix",0.751,-4.282,0.103,0.341,0.0484,0.615,"edm",1
"Martin Garrix","Forever",0.898,-3.604,0.166,0.22,0.0395,0.45,"edm",3
"Martin Garrix","Pizza",0.712,-6.9,0.183,0.0378,0.0355,0.381,"edm",2
"The Chainsmokers","Something Just Like This - Dimitri Vegas & Like Mike Remix",0.786,-5.544,0.336,0.449,0.0669,0.455,"edm",1
"Martin Garrix","There For You - Madison Mars Remix",0.947,-1.84,0.1,0.347,0.163,0.6,"edm",2
"The Chainsmokers","Don't Let Me Down - W&W Remix",0.877,-5.677,0.114,0.484,0.121,0.431,"edm",4
"Martin Garrix","Byte",0.931,-4.026,0.0593,0.267,0.0329,0.597,"edm",2
"Martin Garrix","Scared To Be Lonely - Brooks Remix",0.796,-2.416,0.106,0.225,0.0597,0.604,"edm",2
"The Chainsmokers","Setting Fires - Blasterjaxx Remix",0.938,-4.887,0.194,0.164,0.286,0.585,"edm",2
"Martin Garrix","In the Name of Love - DallasK Remix",0.816,-3.156,0.348,0.102,0.0643,0.522,"edm",2
"Martin Garrix","Together",0.729,-4.773,0.233,0.196,0.0343,0.509,"edm",3
"Martin Garrix","Sun Is Never Going Down (feat. Dawn Golden)",0.726,-5.964,0.266,0.266,0.0366,0.506,"edm",2
"Martin Garrix","Spotless",0.828,-5.648,0.411,0.0605,0.0482,0.517,"edm",2
"The Chainsmokers","Inside Out - DubVision Remix",0.799,-4.805,0.29,0.266,0.0551,0.719,"edm",2
"David Guetta","Bad (feat. Vassy) - Radio Edit",0.972,-3.927,0.328,0.411,0.088,0.614,"edm",6
"Martin Garrix","Helicopter - Video Edit",0.96,-4.492,0.175,0.165,0.0379,0.584,"edm",6
"Martin Garrix","Animals - Victor Niglio & Martin Garrix Festival Trap Remix",0.869,-4.314,0.0343,0.374,0.0388,0.661,"edm",1
"Martin Garrix","Virus (How About Now) - Original Mix",0.86,-5.366,0.155,0.0399,0.0398,0.595,"edm",2
"David Guetta","Lovers on the Sun (feat. Sam Martin)",0.891,-2.505,0.379,0.568,0.0387,0.645,"edm",4
"David Guetta","Everytime We Touch (with Steve Angello & Sebastian Ingrosso)",0.471,-7.667,0.179,0.355,0.0354,0.707,"edm",1
"David Guetta","Delirious (feat. Tara McDonald) - Laidback Luke Remix",0.687,-7.087,0.366,0.357,0.0717,0.804,"edm",1
"David Guetta","Tomorrow Can Wait",0.496,-7.306,0.854,0.319,0.0293,0.675,"edm",1
"David Guetta","Joan of Arc (feat. Thailand)",0.58,-7.814,0.0754,0.425,0.0408,0.611,"edm",1
"David Guetta","When Love Takes Over (feat. Kelly Rowland) - Laidback Luke Remix",0.775,-4.978,0.154,0.424,0.0537,0.71,"edm",1
"David Guetta","Stay",0.689,-7.904,0.066,0.403,0.0609,0.756,"edm",1
"David Guetta","Just For One Day (Heroes) (Extended Version)",0.658,-9.856,0.336,0.442,0.229,0.606,"edm",1
"David Guetta","Sexy Bitch (feat. Akon) - Featuring Akon;explicit",0.633,-4.99,0.148,0.853,0.0486,0.815,"edm",1
"David Guetta","Memories (feat. Kid Cudi)",0.919,-3.927,0.231,0.351,0.266,0.545,"edm",3
"David Guetta","Sound Of Letting Go (feat. Chris Willis)",0.71,-6.843,0.0521,0.53,0.0286,0.656,"edm",1
"David Guetta","It's your life (feat. Chris Willis)",0.894,-5.983,0.437,0.108,0.122,0.709,"edm",1
"David Guetta","Love Is Gone - Original Extended",0.508,-7.416,0.0364,0.685,0.0458,0.83,"edm",1
"Martin Garrix","Waiting For Tomorrow (feat. Mike Shinoda)",0.887,-4.084,0.562,0.336,0.141,0.507,"edm",3
"Martin Garrix","Access",0.752,-7.401,0.201,0.174,0.0931,0.726,"edm",1
"Martin Garrix","Latency",0.937,-1.098,0.497,0.449,0.18,0.66,"edm",2
"Martin Garrix","Burn Out (feat. Dewain Whitmore)",0.722,-5.751,0.0667,0.407,0.0398,0.594,"edm",3
"Martin Garrix","Don't Look Down",0.831,-5.972,0.111,0.377,0.0356,0.575,"edm",2
"Martin Garrix","Forbidden Voices",0.711,-5.927,0.135,0.3,0.0368,0.534,"edm",4
"Martin Garrix","Lions in the Wild",0.847,-6.81,0.816,0.28,0.0442,0.504,"edm",5
"Martin Garrix","Now That I've Found You (feat. John & Michel)",0.831,-5.812,0.495,0.414,0.0319,0.495,"edm",2
"David Guetta","She Wolf (Falling to Pieces) [feat. Sia]",0.859,-2.479,0.445,0.415,0.0679,0.51,"edm",1
"David Guetta","The Alphabeat - Radio Edit",0.811,-4.104,0.695,0.109,0.292,0.329,"edm",1
"Martin Garrix","Animals - Original Mix",0.868,-6.36,0.374,0.0376,0.0392,0.675,"edm",3
"David Guetta","Shot Me Down (feat. Skylar Grey) - Radio Edit",0.772,-4.359,0.115,0.035,0.0549,0.347,"edm",5
"Martin Garrix","Helicopter - Original Edit",0.962,-4.52,0.0977,0.0749,0.0427,0.601,"edm",2
"David Guetta","Better When You're Gone",0.795,-3.548,0.188,0.409,0.0372,0.647,"edm",5
"The Chainsmokers","Beach House - Ashworth Remix",0.707,-7.031,0.0719,0.403,0.0507,0.772,"edm",1
"Martin Garrix","Glitch",0.792,-6.4,0.269,0.357,0.0325,0.715,"edm",3
"Martin Garrix","Hold On (feat. Michel Zitron) - Julian Jordan Remix",0.71,-5.749,0.238,0.201,0.0533,0.723,"edm",1
"Martin Garrix","Used To Love (with Dean Lewis) - SWACQ Remix",0.733,-6.302,0.593,0.47,0.0582,0.765,"edm",2
"David Guetta","Jump",0.941,-3.016,0.0781,0.362,0.182,0.775,"edm",1
"Martin Garrix","Mistaken (feat. Alex Aris) - Club Mix",0.782,-6.878,0.0693,0.119,0.0462,0.61,"edm",1
"Martin Garrix","No Sleep (feat. Bonn)",0.635,-6.385,0.121,0.327,0.0326,0.44,"edm",5
"Martin Garrix","Virus (How About Now)",0.818,-6.252,0.824,0.0801,0.0395,0.493,"edm",4
"Martin Garrix","Breach (Walk Alone)",0.953,-4.781,0.214,0.483,0.216,0.738,"edm",1
"Martin Garrix","Lions in the Wild",0.847,-6.81,0.816,0.28,0.0442,0.504,"edm",5
"David Guetta","Don't Leave Me Alone (feat. Anne-Marie) - Oliver Heldens Remix",0.818,-6.717,0.359,0.155,0.0612,0.739,"edm",1
"Martin Garrix","Waiting For Tomorrow (feat. Mike Shinoda)",0.887,-4.084,0.562,0.336,0.141,0.507,"edm",3
"David Guetta","Stay (Don't Go Away) [feat. Raye] - Nicky Romero Remix",0.907,-7.782,0.161,0.233,0.0477,0.593,"edm",1
"David Guetta","Just One Last Time (feat. Taped Rai)",0.814,-2.507,0.124,0.208,0.0579,0.532,"edm",1
